;regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;interior/metropolitana;Acumulados_100mil;ObitosAcumulados_100mil
2770;Sudeste;MG;Novo Oriente de Minas;31;314535.0;31099.0;TEOFILO OTONI / MALACACHETA;2021-02-25;8;10755.0;244;3;5;0;0.0;0.00244;5e-05
2771;Sudeste;MG;Novorizonte;31;314537.0;31098.0;SALINAS;2021-02-25;8;5299.0;52;0;3;0;0.0;0.00052;3e-05
2772;Sudeste;MG;Olaria;31;314540.0;31090.0;LIMA DUARTE;2021-02-25;8;1747.0;19;1;0;0;0.0;0.00019;0.0
2773;Sudeste;MG;Olhos-d'Água;31;314545.0;31083.0;BOCAIUVA;2021-02-25;8;6096.0;39;0;3;0;0.0;0.00039;3e-05
2774;Sudeste;MG;Olímpio Noronha;31;314550.0;31008.0;SAO LOURENCO;2021-02-25;8;2787.0;89;0;1;0;0.0;0.00089;1e-05
2775;Sudeste;MG;Oliveira;31;314560.0;31088.0;OLIVEIRA/SANTO ANTONIO DO AMPARO;2021-02-25;8;41687.0;1511;10;16;0;0.0;0.01511;0.00016
2776;Sudeste;MG;Oliveira Fortes;31;314570.0;31046.0;SANTOS DUMONT;2021-02-25;8;2133.0;17;0;0;0;0.0;0.00017;0.0
2777;Sudeste;MG;Onça de Pitangui;31;314580.0;31032.0;PARA DE MINAS;2021-02-25;8;3148.0;42;-1;2;0;0.0;0.00042;2e-05
2778;Sudeste;MG;Oratórios;31;314585.0;31060.0;PONTE NOVA;2021-02-25;8;4655.0;188;15;3;0;0.0;0.00188;3e-05
2779;Sudeste;MG;Orizânia;31;314587.0;31042.0;CARANGOLA;2021-02-25;8;8018.0;150;1;6;0;0.0;0.0015;6e-05
2780;Sudeste;MG;Ouro Branco;31;314590.0;31078.0;CONGONHAS;2021-02-25;8;39500.0;1920;22;19;1;0.0;0.0192;0.00019
2781;Sudeste;MG;Ouro Fino;31;314600.0;31007.0;POUSO ALEGRE;2021-02-25;8;33639.0;1054;4;26;0;0.0;0.01054;0.00026
2782;Sudeste;MG;Ouro Preto;31;314610.0;31022.0;OURO PRETO;2021-02-25;8;74281.0;2715;16;52;0;0.0;0.02715;0.00052
2783;Sudeste;MG;Ouro Verde de Minas;31;314620.0;31099.0;TEOFILO OTONI / MALACACHETA;2021-02-25;8;5934.0;132;0;5;0;0.0;0.00132;5e-05
2784;Sudeste;MG;Padre Carvalho;31;314625.0;31098.0;SALINAS;2021-02-25;8;6378.0;123;0;3;0;0.0;0.00123;3e-05
2785;Sudeste;MG;Padre Paraíso;31;314630.0;31067.0;PADRE PARAISO;2021-02-25;8;20154.0;804;5;10;1;0.0;0.00804;0.0001
2786;Sudeste;MG;Paineiras;31;314640.0;31024.0;SETE LAGOAS;2021-02-25;8;4486.0;61;0;1;1;0.0;0.00061;1e-05
2787;Sudeste;MG;Pains;31;314650.0;31030.0;FORMIGA;2021-02-25;8;8283.0;262;0;2;0;0.0;0.00262;2e-05
2788;Sudeste;MG;Pai Pedro;31;314655.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;6089.0;66;0;2;0;0.0;0.00066;2e-05
2789;Sudeste;MG;Paiva;31;314660.0;31013.0;BARBACENA;2021-02-25;8;1529.0;26;0;2;0;0.0;0.00026;2e-05
2790;Sudeste;MG;Palma;31;314670.0;31044.0;LEOPOLDINA / CATAGUASES;2021-02-25;8;6616.0;135;0;7;1;0.0;0.00135;7e-05
2791;Sudeste;MG;Palmópolis;31;314675.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;5507.0;99;0;5;0;0.0;0.00099;5e-05
2792;Sudeste;MG;Papagaios;31;314690.0;31024.0;SETE LAGOAS;2021-02-25;8;15674.0;588;0;1;0;0.0;0.00588;1e-05
2793;Sudeste;MG;Paracatu;31;314700.0;31058.0;UNAI;2021-02-25;8;93158.0;4352;48;56;0;0.0;0.04352;0.00056
2794;Sudeste;MG;Pará de Minas;31;314710.0;31032.0;PARA DE MINAS;2021-02-25;8;93969.0;2162;6;56;2;0.0;0.02162;0.00056
2795;Sudeste;MG;Paraguaçu;31;314720.0;31001.0;ALFENAS / MACHADO;2021-02-25;8;21513.0;667;5;12;0;0.0;0.00667;0.00012
2796;Sudeste;MG;Paraisópolis;31;314730.0;31003.0;ITAJUBA;2021-02-25;8;21083.0;424;3;18;0;0.0;0.00424;0.00018
2797;Sudeste;MG;Paraopeba;31;314740.0;31024.0;SETE LAGOAS;2021-02-25;8;24540.0;1040;2;11;0;0.0;0.0104;0.00011
2798;Sudeste;MG;Passabém;31;314750.0;31021.0;ITABIRA;2021-02-25;8;1649.0;41;0;1;0;0.0;0.00041;1e-05
2799;Sudeste;MG;Passa Quatro;31;314760.0;31008.0;SAO LOURENCO;2021-02-25;8;16344.0;678;1;14;0;0.0;0.00678;0.00014
2800;Sudeste;MG;Passa Tempo;31;314770.0;31088.0;OLIVEIRA/SANTO ANTONIO DO AMPARO;2021-02-25;8;8084.0;235;10;3;1;0.0;0.00235;3e-05
2801;Sudeste;MG;Passa Vinte;31;314780.0;31090.0;LIMA DUARTE;2021-02-25;8;2039.0;47;0;1;0;0.0;0.00047;1e-05
2802;Sudeste;MG;Passos;31;314790.0;31092.0;PASSOS;2021-02-25;8;114679.0;3518;12;73;0;0.0;0.03518;0.00073
2803;Sudeste;MG;Patis;31;314795.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;5972.0;100;2;0;0;0.0;0.001;0.0
2804;Sudeste;MG;Patos de Minas;31;314800.0;31057.0;PATOS DE MINAS;2021-02-25;8;152488.0;8853;323;147;10;0.0;0.08853;0.00147
2805;Sudeste;MG;Patrocínio;31;314810.0;31074.0;PATROCINIO / MONTE CARMELO;2021-02-25;8;90757.0;4252;103;75;0;0.0;0.04252;0.00075
2806;Sudeste;MG;Patrocínio do Muriaé;31;314820.0;31045.0;MURIAE;2021-02-25;8;5684.0;148;0;4;0;0.0;0.00148;4e-05
2807;Sudeste;MG;Paula Cândido;31;314830.0;31061.0;VICOSA;2021-02-25;8;9571.0;119;1;0;0;0.0;0.00119;0.0
2808;Sudeste;MG;Paulistas;31;314840.0;31080.0;PECANHA/SAO JOAO EVANGELISTA;2021-02-25;8;4830.0;63;0;0;0;0.0;0.00063;0.0
2809;Sudeste;MG;Pavão;31;314850.0;31062.0;AGUAS FORMOSAS;2021-02-25;8;8450.0;42;0;4;0;0.0;0.00042;4e-05
2810;Sudeste;MG;Peçanha;31;314860.0;31080.0;PECANHA/SAO JOAO EVANGELISTA;2021-02-25;8;17541.0;358;2;5;0;0.0;0.00358;5e-05
2811;Sudeste;MG;Pedra Azul;31;314870.0;31068.0;PEDRA AZUL;2021-02-25;8;24324.0;901;2;22;0;0.0;0.00901;0.00022
2812;Sudeste;MG;Pedra Bonita;31;314875.0;31042.0;CARANGOLA;2021-02-25;8;7097.0;235;0;6;0;0.0;0.00235;6e-05
2813;Sudeste;MG;Pedra do Anta;31;314880.0;31061.0;VICOSA;2021-02-25;8;3052.0;77;0;0;0;0.0;0.00077;0.0
2814;Sudeste;MG;Pedra do Indaiá;31;314890.0;31087.0;LAGOA DA PRATA/STO ANT DO MONTE;2021-02-25;8;3972.0;129;0;6;0;0.0;0.00129;6e-05
2815;Sudeste;MG;Pedra Dourada;31;314900.0;31042.0;CARANGOLA;2021-02-25;8;2504.0;106;0;0;0;0.0;0.00106;0.0
2816;Sudeste;MG;Pedralva;31;314910.0;31003.0;ITAJUBA;2021-02-25;8;11195.0;95;2;3;0;0.0;0.00095;3e-05
2817;Sudeste;MG;Pedras de Maria da Cruz;31;314915.0;31053.0;JANUARIA;2021-02-25;8;12107.0;140;0;2;0;0.0;0.0014;2e-05
2818;Sudeste;MG;Pedrinópolis;31;314920.0;31070.0;ARAXA;2021-02-25;8;3635.0;147;2;2;0;0.0;0.00147;2e-05
2819;Sudeste;MG;Pedro Leopoldo;31;314930.0;31025.0;VESPASIANO;2021-02-25;8;64258.0;2688;21;45;0;1.0;0.02688;0.00045
2820;Sudeste;MG;Pedro Teixeira;31;314940.0;31090.0;LIMA DUARTE;2021-02-25;8;1807.0;23;0;0;0;0.0;0.00023;0.0
2821;Sudeste;MG;Pequeri;31;314950.0;31047.0;SAO JOAO NEPOMUCENO / BICAS;2021-02-25;8;3320.0;92;0;2;0;0.0;0.00092;2e-05
2822;Sudeste;MG;Pequi;31;314960.0;31024.0;SETE LAGOAS;2021-02-25;8;4406.0;143;1;2;1;0.0;0.00143;2e-05
2823;Sudeste;MG;Perdigão;31;314970.0;31086.0;DIVINOPOLIS;2021-02-25;8;11506.0;306;0;7;0;0.0;0.00306;7e-05
2824;Sudeste;MG;Perdizes;31;314980.0;31070.0;ARAXA;2021-02-25;8;16168.0;639;10;5;0;0.0;0.00639;5e-05
2825;Sudeste;MG;Perdões;31;314990.0;31004.0;LAVRAS;2021-02-25;8;21390.0;622;16;5;0;0.0;0.00622;5e-05
2826;Sudeste;MG;Periquito;31;314995.0;31037.0;IPATINGA;2021-02-25;8;6810.0;335;2;15;0;0.0;0.00335;0.00015
2827;Sudeste;MG;Pescador;31;315000.0;31096.0;ITAMBACURI;2021-02-25;8;4252.0;173;7;3;0;0.0;0.00173;3e-05
2828;Sudeste;MG;Piau;31;315010.0;31097.0;JUIZ DE FORA;2021-02-25;8;2748.0;54;0;3;0;0.0;0.00054;3e-05
2829;Sudeste;MG;Piedade de Caratinga;31;315015.0;31034.0;CARATINGA;2021-02-25;8;8566.0;203;1;10;0;0.0;0.00203;0.0001
2830;Sudeste;MG;Piedade de Ponte Nova;31;315020.0;31060.0;PONTE NOVA;2021-02-25;8;4140.0;125;0;5;0;0.0;0.00125;5e-05
2831;Sudeste;MG;Piedade do Rio Grande;31;315030.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;4497.0;54;0;5;0;0.0;0.00054;5e-05
2832;Sudeste;MG;Piedade dos Gerais;31;315040.0;31017.0;BETIM;2021-02-25;8;4982.0;83;0;4;0;0.0;0.00083;4e-05
2833;Sudeste;MG;Pimenta;31;315050.0;31093.0;PIUMHI;2021-02-25;8;8660.0;210;3;3;0;0.0;0.0021;3e-05
2834;Sudeste;MG;Pingo d'Água;31;315053.0;31035.0;CORONEL FABRICIANO/TIMOTEO;2021-02-25;8;4941.0;111;0;5;0;0.0;0.00111;5e-05
2835;Sudeste;MG;Pintópolis;31;315057.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;7507.0;34;0;1;0;0.0;0.00034;1e-05
2836;Sudeste;MG;Piracema;31;315060.0;31031.0;ITAUNA;2021-02-25;8;6409.0;117;0;4;0;0.0;0.00117;4e-05
2837;Sudeste;MG;Pirajuba;31;315070.0;31071.0;FRUTAL / ITURAMA;2021-02-25;8;6199.0;214;2;3;0;0.0;0.00214;3e-05
2838;Sudeste;MG;Piranga;31;315080.0;31079.0;CONSELHEIRO LAFAIETE;2021-02-25;8;17626.0;188;0;15;0;0.0;0.00188;0.00015
2839;Sudeste;MG;Piranguçu;31;315090.0;31003.0;ITAJUBA;2021-02-25;8;5472.0;106;3;4;0;0.0;0.00106;4e-05
2840;Sudeste;MG;Piranguinho;31;315100.0;31003.0;ITAJUBA;2021-02-25;8;8596.0;322;3;8;0;0.0;0.00322;8e-05
2841;Sudeste;MG;Pirapetinga;31;315110.0;31041.0;ALEM  PARAIBA;2021-02-25;8;10752.0;1230;6;8;0;0.0;0.0123;8e-05
2842;Sudeste;MG;Pirapora;31;315120.0;31055.0;PIRAPORA;2021-02-25;8;56428.0;2511;36;27;0;0.0;0.02511;0.00027
2843;Sudeste;MG;Piraúba;31;315130.0;31048.0;UBA;2021-02-25;8;10787.0;482;6;7;0;0.0;0.00482;7e-05
2844;Sudeste;MG;Pitangui;31;315140.0;31032.0;PARA DE MINAS;2021-02-25;8;27989.0;724;0;15;0;0.0;0.00724;0.00015
2845;Sudeste;MG;Piumhi;31;315150.0;31093.0;PIUMHI;2021-02-25;8;34691.0;1518;6;33;0;0.0;0.01518;0.00033
2846;Sudeste;MG;Planura;31;315160.0;31071.0;FRUTAL / ITURAMA;2021-02-25;8;12133.0;533;8;7;0;0.0;0.00533;7e-05
2847;Sudeste;MG;Poço Fundo;31;315170.0;31001.0;ALFENAS / MACHADO;2021-02-25;8;16791.0;305;0;5;0;0.0;0.00305;5e-05
2848;Sudeste;MG;Poços de Caldas;31;315180.0;31006.0;POCOS DE CALDAS;2021-02-25;8;167397.0;4611;39;129;5;0.0;0.04611;0.00129
2849;Sudeste;MG;Pocrane;31;315190.0;31059.0;MANHUACU;2021-02-25;8;8432.0;226;0;6;0;0.0;0.00226;6e-05
2850;Sudeste;MG;Pompéu;31;315200.0;31024.0;SETE LAGOAS;2021-02-25;8;31812.0;1247;5;15;0;0.0;0.01247;0.00015
2851;Sudeste;MG;Ponte Nova;31;315210.0;31060.0;PONTE NOVA;2021-02-25;8;59742.0;3092;26;61;0;0.0;0.03092;0.00061
2852;Sudeste;MG;Ponto Chique;31;315213.0;31055.0;PIRAPORA;2021-02-25;8;4261.0;66;0;0;0;0.0;0.00066;0.0
2853;Sudeste;MG;Ponto dos Volantes;31;315217.0;31065.0;ITAOBIM;2021-02-25;8;12121.0;230;0;9;1;0.0;0.0023;9e-05
2854;Sudeste;MG;Porteirinha;31;315220.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;37906.0;1145;27;27;0;0.0;0.01145;0.00027
2855;Sudeste;MG;Porto Firme;31;315230.0;31061.0;VICOSA;2021-02-25;8;11279.0;320;4;7;0;0.0;0.0032;7e-05
2856;Sudeste;MG;Poté;31;315240.0;31099.0;TEOFILO OTONI / MALACACHETA;2021-02-25;8;16555.0;437;0;6;0;0.0;0.00437;6e-05
2857;Sudeste;MG;Pouso Alegre;31;315250.0;31007.0;POUSO ALEGRE;2021-02-25;8;150737.0;6778;140;99;0;0.0;0.06778;0.00099
2858;Sudeste;MG;Pouso Alto;31;315260.0;31008.0;SAO LOURENCO;2021-02-25;8;5940.0;327;2;5;0;0.0;0.00327;5e-05
2859;Sudeste;MG;Prados;31;315270.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;9031.0;169;1;6;0;0.0;0.00169;6e-05
2860;Sudeste;MG;Prata;31;315280.0;31075.0;UBERLANDIA / ARAGUARI;2021-02-25;8;27856.0;1016;33;32;0;0.0;0.01016;0.00032
2861;Sudeste;MG;Pratápolis;31;315290.0;31009.0;SAO SEBASTIAO DO PARAISO;2021-02-25;8;8603.0;289;2;12;1;0.0;0.00289;0.00012
2862;Sudeste;MG;Pratinha;31;315300.0;31070.0;ARAXA;2021-02-25;8;3603.0;113;0;1;0;0.0;0.00113;1e-05
2863;Sudeste;MG;Presidente Bernardes;31;315310.0;31048.0;UBA;2021-02-25;8;5369.0;63;0;3;0;0.0;0.00063;3e-05
2864;Sudeste;MG;Presidente Juscelino;31;315320.0;31019.0;CURVELO;2021-02-25;8;3641.0;61;0;2;0;0.0;0.00061;2e-05
2865;Sudeste;MG;Presidente Kubitschek;31;315330.0;31026.0;DIAMANTINA;2021-02-25;8;3002.0;45;0;1;0;0.0;0.00045;1e-05
2866;Sudeste;MG;Presidente Olegário;31;315340.0;31057.0;PATOS DE MINAS;2021-02-25;8;19573.0;376;14;8;1;0.0;0.00376;8e-05
2867;Sudeste;MG;Alto Jequitibá;31;315350.0;31059.0;MANHUACU;2021-02-25;8;8317.0;415;5;9;0;0.0;0.00415;9e-05
2868;Sudeste;MG;Prudente de Morais;31;315360.0;31024.0;SETE LAGOAS;2021-02-25;8;10733.0;214;0;2;0;0.0;0.00214;2e-05
2869;Sudeste;MG;Quartel Geral;31;315370.0;31024.0;SETE LAGOAS;2021-02-25;8;3563.0;70;0;0;0;0.0;0.0007;0.0
2870;Sudeste;MG;Queluzito;31;315380.0;31079.0;CONSELHEIRO LAFAIETE;2021-02-25;8;1939.0;51;0;4;0;0.0;0.00051;4e-05
2871;Sudeste;MG;Raposos;31;315390.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;16354.0;1228;0;13;0;1.0;0.01228;0.00013
2872;Sudeste;MG;Raul Soares;31;315400.0;31060.0;PONTE NOVA;2021-02-25;8;23762.0;813;14;14;0;0.0;0.00813;0.00014
2873;Sudeste;MG;Recreio;31;315410.0;31044.0;LEOPOLDINA / CATAGUASES;2021-02-25;8;10517.0;244;2;8;0;0.0;0.00244;8e-05
2874;Sudeste;MG;Reduto;31;315415.0;31059.0;MANHUACU;2021-02-25;8;7154.0;260;0;4;0;0.0;0.0026;4e-05
2875;Sudeste;MG;Resende Costa;31;315420.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;11500.0;193;0;3;0;0.0;0.00193;3e-05
2876;Sudeste;MG;Resplendor;31;315430.0;31040.0;RESPLENDOR;2021-02-25;8;17397.0;1148;0;19;0;0.0;0.01148;0.00019
2877;Sudeste;MG;Ressaquinha;31;315440.0;31013.0;BARBACENA;2021-02-25;8;4808.0;50;0;0;0;0.0;0.0005;0.0
2878;Sudeste;MG;Riachinho;31;315445.0;31058.0;UNAI;2021-02-25;8;8136.0;188;3;2;0;0.0;0.00188;2e-05
2879;Sudeste;MG;Riacho dos Machados;31;315450.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;9481.0;178;17;2;0;0.0;0.00178;2e-05
2880;Sudeste;MG;Ribeirão das Neves;31;315460.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;334858.0;8494;51;253;2;1.0;0.08494;0.00253
2881;Sudeste;MG;Ribeirão Vermelho;31;315470.0;31004.0;LAVRAS;2021-02-25;8;4033.0;50;0;0;0;0.0;0.0005;0.0
2882;Sudeste;MG;Rio Acima;31;315480.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;10312.0;567;1;14;0;1.0;0.00567;0.00014
2883;Sudeste;MG;Rio Casca;31;315490.0;31060.0;PONTE NOVA;2021-02-25;8;13564.0;380;3;6;0;0.0;0.0038;6e-05
2884;Sudeste;MG;Rio Doce;31;315500.0;31060.0;PONTE NOVA;2021-02-25;8;2610.0;134;0;1;0;0.0;0.00134;1e-05
2885;Sudeste;MG;Rio do Prado;31;315510.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;5150.0;161;1;2;0;0.0;0.00161;2e-05
2886;Sudeste;MG;Rio Espera;31;315520.0;31079.0;CONSELHEIRO LAFAIETE;2021-02-25;8;5474.0;42;0;2;0;0.0;0.00042;2e-05
2887;Sudeste;MG;Rio Manso;31;315530.0;31017.0;BETIM;2021-02-25;8;5832.0;187;0;7;0;1.0;0.00187;7e-05
2888;Sudeste;MG;Rio Novo;31;315540.0;31097.0;JUIZ DE FORA;2021-02-25;8;8949.0;195;1;9;0;0.0;0.00195;9e-05
2889;Sudeste;MG;Rio Paranaíba;31;315550.0;31082.0;SAO GOTARDO;2021-02-25;8;12313.0;1051;12;14;0;0.0;0.01051;0.00014
2890;Sudeste;MG;Rio Pardo de Minas;31;315560.0;31085.0;TAIOBEIRAS;2021-02-25;8;30914.0;433;12;3;0;0.0;0.00433;3e-05
2891;Sudeste;MG;Rio Piracicaba;31;315570.0;31023.0;JOAO MONLEVADE;2021-02-25;8;14339.0;840;0;10;0;0.0;0.0084;0.0001
2892;Sudeste;MG;Rio Pomba;31;315580.0;31048.0;UBA;2021-02-25;8;17910.0;809;4;11;0;0.0;0.00809;0.00011
2893;Sudeste;MG;Rio Preto;31;315590.0;31090.0;LIMA DUARTE;2021-02-25;8;5476.0;243;0;1;0;0.0;0.00243;1e-05
2894;Sudeste;MG;Rio Vermelho;31;315600.0;31020.0;GUANHAES;2021-02-25;8;12846.0;59;3;1;0;0.0;0.00059;1e-05
2895;Sudeste;MG;Ritápolis;31;315610.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;4604.0;113;0;6;0;0.0;0.00113;6e-05
2896;Sudeste;MG;Rochedo de Minas;31;315620.0;31047.0;SAO JOAO NEPOMUCENO / BICAS;2021-02-25;8;2305.0;154;0;2;0;0.0;0.00154;2e-05
2897;Sudeste;MG;Rodeiro;31;315630.0;31048.0;UBA;2021-02-25;8;8109.0;487;4;7;0;0.0;0.00487;7e-05
2898;Sudeste;MG;Romaria;31;315640.0;31074.0;PATROCINIO / MONTE CARMELO;2021-02-25;8;3533.0;127;0;6;0;0.0;0.00127;6e-05
2899;Sudeste;MG;Rosário da Limeira;31;315645.0;31045.0;MURIAE;2021-02-25;8;4594.0;148;3;1;0;0.0;0.00148;1e-05
2900;Sudeste;MG;Rubelita;31;315650.0;31098.0;SALINAS;2021-02-25;8;5995.0;51;0;1;0;0.0;0.00051;1e-05
2901;Sudeste;MG;Rubim;31;315660.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;10241.0;365;5;8;0;0.0;0.00365;8e-05
2902;Sudeste;MG;Sabará;31;315670.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;136344.0;2959;26;95;0;1.0;0.02959;0.00095
2903;Sudeste;MG;Sabinópolis;31;315680.0;31020.0;GUANHAES;2021-02-25;8;15470.0;189;0;3;0;0.0;0.00189;3e-05
2904;Sudeste;MG;Sacramento;31;315690.0;31072.0;UBERABA;2021-02-25;8;26185.0;1362;15;25;0;0.0;0.01362;0.00025
2905;Sudeste;MG;Salinas;31;315700.0;31098.0;SALINAS;2021-02-25;8;41527.0;1106;0;24;0;0.0;0.01106;0.00024
2906;Sudeste;MG;Salto da Divisa;31;315710.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;7009.0;209;0;5;0;0.0;0.00209;5e-05
2907;Sudeste;MG;Santa Bárbara;31;315720.0;31021.0;ITABIRA;2021-02-25;8;31324.0;1187;0;11;0;0.0;0.01187;0.00011
2908;Sudeste;MG;Santa Bárbara do Leste;31;315725.0;31034.0;CARATINGA;2021-02-25;8;8147.0;305;0;18;1;0.0;0.00305;0.00018
2909;Sudeste;MG;Santa Bárbara do Monte Verde;31;315727.0;31090.0;LIMA DUARTE;2021-02-25;8;3150.0;114;0;3;0;0.0;0.00114;3e-05
2910;Sudeste;MG;Santa Bárbara do Tugúrio;31;315730.0;31013.0;BARBACENA;2021-02-25;8;4430.0;61;0;0;0;0.0;0.00061;0.0
2911;Sudeste;MG;Santa Cruz de Minas;31;315733.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;8604.0;272;0;6;0;0.0;0.00272;6e-05
2912;Sudeste;MG;Santa Cruz de Salinas;31;315737.0;31098.0;SALINAS;2021-02-25;8;4142.0;22;0;2;0;0.0;0.00022;2e-05
2913;Sudeste;MG;Santa Cruz do Escalvado;31;315740.0;31060.0;PONTE NOVA;2021-02-25;8;4758.0;222;0;4;0;0.0;0.00222;4e-05
2914;Sudeste;MG;Santa Efigênia de Minas;31;315750.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;4409.0;181;1;7;0;0.0;0.00181;7e-05
2915;Sudeste;MG;Santa Fé de Minas;31;315760.0;31055.0;PIRAPORA;2021-02-25;8;3846.0;216;0;2;0;0.0;0.00216;2e-05
2916;Sudeste;MG;Santa Helena de Minas;31;315765.0;31062.0;AGUAS FORMOSAS;2021-02-25;8;6366.0;276;1;4;0;0.0;0.00276;4e-05
2917;Sudeste;MG;Santa Juliana;31;315770.0;31070.0;ARAXA;2021-02-25;8;14003.0;591;0;24;0;0.0;0.00591;0.00024
2918;Sudeste;MG;Santa Luzia;31;315780.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;219134.0;4930;0;171;2;1.0;0.0493;0.00171
2919;Sudeste;MG;Santa Margarida;31;315790.0;31059.0;MANHUACU;2021-02-25;8;16208.0;682;0;17;2;0.0;0.00682;0.00017
2920;Sudeste;MG;Santa Maria de Itabira;31;315800.0;31021.0;ITABIRA;2021-02-25;8;10847.0;411;1;7;1;0.0;0.00411;7e-05
2921;Sudeste;MG;Santa Maria do Salto;31;315810.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;5232.0;44;0;0;0;0.0;0.00044;0.0
2922;Sudeste;MG;Santa Maria do Suaçuí;31;315820.0;31081.0;SANTA MARIA DO SUACUI;2021-02-25;8;14615.0;643;0;12;0;0.0;0.00643;0.00012
2923;Sudeste;MG;Santana da Vargem;31;315830.0;31011.0;TRES PONTAS;2021-02-25;8;7100.0;124;0;3;0;0.0;0.00124;3e-05
2924;Sudeste;MG;Santana de Cataguases;31;315840.0;31044.0;LEOPOLDINA / CATAGUASES;2021-02-25;8;3872.0;291;1;0;0;0.0;0.00291;0.0
2925;Sudeste;MG;Santana de Pirapama;31;315850.0;31024.0;SETE LAGOAS;2021-02-25;8;7642.0;258;4;3;0;0.0;0.00258;3e-05
2926;Sudeste;MG;Santana do Deserto;31;315860.0;31097.0;JUIZ DE FORA;2021-02-25;8;3976.0;184;0;2;0;0.0;0.00184;2e-05
2927;Sudeste;MG;Santana do Garambéu;31;315870.0;31013.0;BARBACENA;2021-02-25;8;2458.0;20;0;2;0;0.0;0.0002;2e-05
2928;Sudeste;MG;Santana do Jacaré;31;315880.0;31089.0;CAMPO BELO;2021-02-25;8;4821.0;66;0;6;0;0.0;0.00066;6e-05
2929;Sudeste;MG;Santana do Manhuaçu;31;315890.0;31059.0;MANHUACU;2021-02-25;8;8674.0;411;9;2;0;0.0;0.00411;2e-05
2930;Sudeste;MG;Santana do Paraíso;31;315895.0;31037.0;IPATINGA;2021-02-25;8;34663.0;3892;39;64;0;0.0;0.03892;0.00064
2931;Sudeste;MG;Santana do Riacho;31;315900.0;31025.0;VESPASIANO;2021-02-25;8;4295.0;99;0;2;1;0.0;0.00099;2e-05
2932;Sudeste;MG;Santana dos Montes;31;315910.0;31079.0;CONSELHEIRO LAFAIETE;2021-02-25;8;3777.0;24;1;0;0;0.0;0.00024;0.0
2933;Sudeste;MG;Santa Rita de Caldas;31;315920.0;31006.0;POCOS DE CALDAS;2021-02-25;8;8949.0;327;3;10;0;0.0;0.00327;0.0001
2934;Sudeste;MG;Santa Rita de Jacutinga;31;315930.0;31090.0;LIMA DUARTE;2021-02-25;8;4884.0;119;0;1;0;0.0;0.00119;1e-05
2935;Sudeste;MG;Santa Rita de Minas;31;315935.0;31034.0;CARATINGA;2021-02-25;8;7212.0;622;0;10;0;0.0;0.00622;0.0001
2936;Sudeste;MG;Santa Rita de Ibitipoca;31;315940.0;31013.0;BARBACENA;2021-02-25;8;3425.0;20;0;0;0;0.0;0.0002;0.0
2937;Sudeste;MG;Santa Rita do Itueto;31;315950.0;31040.0;RESPLENDOR;2021-02-25;8;5489.0;683;0;4;0;0.0;0.00683;4e-05
2938;Sudeste;MG;Santa Rita do Sapucaí;31;315960.0;31007.0;POUSO ALEGRE;2021-02-25;8;43260.0;1273;8;28;0;0.0;0.01273;0.00028
2939;Sudeste;MG;Santa Rosa da Serra;31;315970.0;31082.0;SAO GOTARDO;2021-02-25;8;3350.0;56;0;0;0;0.0;0.00056;0.0
2940;Sudeste;MG;Santa Vitória;31;315980.0;31073.0;ITUIUTABA;2021-02-25;8;19742.0;798;12;4;0;0.0;0.00798;4e-05
2941;Sudeste;MG;Santo Antônio do Amparo;31;315990.0;31088.0;OLIVEIRA/SANTO ANTONIO DO AMPARO;2021-02-25;8;18525.0;264;0;6;0;0.0;0.00264;6e-05
2942;Sudeste;MG;Santo Antônio do Aventureiro;31;316000.0;31041.0;ALEM  PARAIBA;2021-02-25;8;3602.0;123;0;8;0;0.0;0.00123;8e-05
2943;Sudeste;MG;Santo Antônio do Grama;31;316010.0;31060.0;PONTE NOVA;2021-02-25;8;3911.0;85;0;3;0;0.0;0.00085;3e-05
